original_field,mapped_field,count,sample_files
THE CAUSE OF DEATH* was as follows: Secondary,THE CAUSE OF DEATH* was as follows: Secondary,1,"Booze Jr, William.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows,1,"Davis, William C..txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows:,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows:,1,"Saunders, Richard E.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 1 Date of onset,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 1 Date of onset,1,"Anderson, Arthur.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 2 Date of onset,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 2 Date of onset,1,"Anderson, Arthur.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 3 Date of onset,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Cause 3 Date of onset,1,"Anderson, Arthur.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset,1,"Saunders, Richard E.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 1,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 1,1,"Hall, Thomas.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 2,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 2,1,"Hall, Thomas.txt"
THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 3,THE PRINCIPAL CAUSE OF DEATH and related causes of importance were as follows: Date of onset 3,1,"Hall, Thomas.txt"
The CAUSE OF DEATH (Primary Duration ds),The CAUSE OF DEATH (Primary Duration ds),1,"Evans, James.txt"
The CAUSE OF DEATH (Primary Duration mos),The CAUSE OF DEATH (Primary Duration mos),1,"Evans, James.txt"
The CAUSE OF DEATH (Primary Duration yrs),The CAUSE OF DEATH (Primary Duration yrs),1,"Evans, James.txt"
The CAUSE OF DEATH (Primary),The CAUSE OF DEATH (Primary),1,"Evans, James.txt"
The CAUSE OF DEATH * was as follows: (Duration - ds.),The CAUSE OF DEATH * was as follows: (Duration - ds.),1,"Dickerson, Ira.txt"
The CAUSE OF DEATH * was as follows: (Duration - mos.),The CAUSE OF DEATH * was as follows: (Duration - mos.),1,"Dickerson, Ira.txt"
The CAUSE OF DEATH * was as follows: (Duration - yrs.),The CAUSE OF DEATH * was as follows: (Duration - yrs.),1,"Dickerson, Ira.txt"
The CAUSE OF DEATH * was as follows: (Primary Cause),The CAUSE OF DEATH * was as follows: (Primary Cause),1,"Dickerson, Ira.txt"
The CAUSE OF DEATH * was as follows: (Primary cause),The CAUSE OF DEATH * was as follows: (Primary cause),1,"Carter, William Arthur.txt"
The CAUSE OF DEATH was as follows:,The CAUSE OF DEATH was as follows:,1,"Mines, Charles.txt"
The CAUSE OF DEATH* (Duration ds.),The CAUSE OF DEATH* (Duration ds.),1,"Jenkins, John F.txt"
The CAUSE OF DEATH* (Duration mos.),The CAUSE OF DEATH* (Duration mos.),1,"Jenkins, John F.txt"
The CAUSE OF DEATH* (Duration yrs.),The CAUSE OF DEATH* (Duration yrs.),1,"Jenkins, John F.txt"
The CAUSE OF DEATH* (Duration) ds,The CAUSE OF DEATH* (Duration) ds,1,"Dixon, Lee.txt"
The CAUSE OF DEATH* (Duration) mos,The CAUSE OF DEATH* (Duration) mos,1,"Dixon, Lee.txt"
The CAUSE OF DEATH* (Duration) yrs,The CAUSE OF DEATH* (Duration) yrs,1,"Dixon, Lee.txt"
The CAUSE OF DEATH* was as follows:,The CAUSE OF DEATH* was as follows:,1,"Dorsey, Henry.txt"
The PRINCIPAL CAUSE OF DEATH and related causes of importance (Line 1),CAUSE_OF_DEATH_Line1,1,"Ames Jr, Fred .txt"
The PRINCIPAL CAUSE OF DEATH and related causes of importance (Line 2),CAUSE_OF_DEATH_Line2,1,"Ames Jr, Fred .txt"
The PRINCIPAL CAUSE OF DEATH and related causes of importance (Line 3),CAUSE_OF_DEATH_Line3,1,"Ames Jr, Fred .txt"
Total time (years) spent in this occupation,Total time (years) spent in this occupation,1,"Chinn, Purnell.txt"
Trade,Trade,1,"Chinn, Purnell.txt"
UNDERTAKER Address,UNDERTAKER Address,1,"Wood, Sherman.txt"
Village or City (1. PLACE OF DEATH),PLACE_OF_DEATH_Village_or_City,1,"Anderson, Arthur.txt"
Village or City (No.),Village or City (No.),1,"Dennis, Irvin.txt"
Village or City No.,Village or City No.,1,"Tilghman, John W.txt"
Violent Causes Information,Violent Causes Information,1,"Marshall, William.txt"
WHERE WAS DISEASE CONTRACTED,WHERE WAS DISEASE CONTRACTED,1,"Hawkins, Ernest.txt"
WHERE WAS DISEASE CONTRACTED IF NOT AT PLACE OF DEATH,WHERE WAS DISEASE CONTRACTED IF NOT AT PLACE OF DEATH,1,"Thomas, Arthur.txt"
Ward (1. PLACE OF DEATH),Ward (1. PLACE OF DEATH),1,"Anderson, Arthur.txt"
Ward (Place of Death),Ward (Place of Death),1,"Hall, Thomas.txt"
Ward (Registration Dist.),Ward (Registration Dist.),1,"Williams, Frank.txt"
Ward),Ward),1,"Robinson, Paul.txt"
"Ward,","Ward,",1,"Campbell, Francis.txt"
Was disease or injury in any way related to occupation of deceased?,Was disease or injury in any way related to occupation of deceased?,1,"Chinn, Purnell.txt"
and death occurred on the date stated above,and death occurred on the date stated above,1,"Cook, Roger.txt"
that I last saw h... alive on,that I last saw h... alive on,1,"Hammond, Amos.txt"
that I last saw h... alive on (Day),that I last saw h... alive on (Day),1,"Dennis, Alfred.txt"
that I last saw h... alive on (Month),that I last saw h... alive on (Month),1,"Dennis, Alfred.txt"
that I last saw h... alive on (Year),that I last saw h... alive on (Year),1,"Dennis, Alfred.txt"
that I last saw h...m alive on,that I last saw h...m alive on,1,"Cook, Roger.txt"
that I last saw him alive on,that I last saw him alive on,1,"Barnes, Joseph.txt"
that I last saw him alive on - Day,that I last saw him alive on - Day,1,"Murray, Harvey E.txt"
that I last saw him alive on - Month,that I last saw him alive on - Month,1,"Murray, Harvey E.txt"
that I last saw him alive on - Year,that I last saw him alive on - Year,1,"Murray, Harvey E.txt"
to have occurred on the date stated above,to have occurred on the date stated above,1,"Chinn, Purnell.txt"
